Year,Value,GeoCode,Observation status,Unit multiplier,UNIT_MEASURE,SERIES
2019,8.18,,Normal value,Units,Percent,Proportion of small-scale industries with a loan or line of credit [9.3.2]
2024,8.18,,Normal value,Units,Percent,Proportion of small-scale industries with a loan or line of credit [9.3.2]
