Year,Value,GeoCode,Observation status,Unit multiplier,UNIT_MEASURE,SERIES
2015,29.86,,Normal value,Units,Percent,Total greenhouse gas emissions without LULUCF for non-Annex I Parties (CO₂ equivalent) [13.2.2]
2016,30.24,,Normal value,Units,Percent,Total greenhouse gas emissions without LULUCF for non-Annex I Parties (CO₂ equivalent) [13.2.2]
2017,30.62,,Normal value,Units,Percent,Total greenhouse gas emissions without LULUCF for non-Annex I Parties (CO₂ equivalent) [13.2.2]
2023,37.98,,Normal value,Units,Percent,Total greenhouse gas emissions without LULUCF for non-Annex I Parties (CO₂ equivalent) [13.2.2]
