Year,Value,GeoCode,Observation status,Unit multiplier,UNIT_MEASURE,SERIES
2024,1,,Normal value,Units,Boolean or binary measure,Countries with national statistical legislation exists that complies with the Fundamental Principles of Official Statistics (1 = YES; 0 = NO) [17.18.2]
