Year,Value,GeoCode,Observation status,Unit multiplier,UNIT_MEASURE,SERIES
2015,41.5,,Normal value,Units,Percent,Renewable energy share in the total final energy consumption [7.2.1]
2016,38.0,,Normal value,Units,Percent,Renewable energy share in the total final energy consumption [7.2.1]
2022,38.2,,Normal value,Units,Percent,Renewable energy share in the total final energy consumption [7.2.1]
2023,39.75,,Normal value,Units,Percent,Renewable energy share in the total final energy consumption [7.2.1]
