Year,Value,GeoCode,Observation status,Unit multiplier,UNIT_MEASURE,SERIES
2014,0.05,,Normal value,Units,"Per 100,000 employees",Fatal occupational injuries among employees (rate) [8.8.1]
2015,412.0,,Normal value,Units,"Per 100,000 employees",Fatal occupational injuries among employees (rate) [8.8.1]
2017,384.0,,Normal value,Units,"Per 100,000 employees",Fatal occupational injuries among employees (rate) [8.8.1]
2019,355.0,,Normal value,Units,"Per 100,000 employees",Fatal occupational injuries among employees (rate) [8.8.1]
2021,325.0,,Normal value,Units,"Per 100,000 employees",Fatal occupational injuries among employees (rate) [8.8.1]
2023,305.0,,Normal value,Units,"Per 100,000 employees",Fatal occupational injuries among employees (rate) [8.8.1]
