Year,Value,GeoCode,Observation status,Unit multiplier,UNIT_MEASURE,SERIES
2014,5.1,,Normal value,Units,Percent,Annual growth rate of real GDP per employed person [8.2.1]
2015,5.027122029512384,,Normal value,Units,Percent,Annual growth rate of real GDP per employed person [8.2.1]
2016,2.775098594381077,,Normal value,Units,Percent,Annual growth rate of real GDP per employed person [8.2.1]
2017,3.815791821490322,,Normal value,Units,Percent,Annual growth rate of real GDP per employed person [8.2.1]
2018,2.766771232516845,,Normal value,Units,Percent,Annual growth rate of real GDP per employed person [8.2.1]
2024,1.7,,Normal value,Units,Percent,Annual growth rate of real GDP per employed person [8.2.1]
