Year,Value,GeoCode,Observation status,Unit multiplier,UNIT_MEASURE,SERIES
2019,1.0,,Normal value,Units,Index,"Adjusted gender parity index for participation rate in organized learning (one year before the official primary entry age), (ratio) [4.5.1]"
2024,1.0,,Normal value,Units,Index,"Adjusted gender parity index for participation rate in organized learning (one year before the official primary entry age), (ratio) [4.5.1]"
2019,1.19,,Normal value,Units,Index,Adjusted language test parity index for achieving a minimum proficiency level in reading and mathematics (ratio) [4.5.1]
2024,0.91,,Normal value,Units,Index,Adjusted language test parity index for achieving a minimum proficiency level in reading and mathematics (ratio) [4.5.1]
