Year,Value,GeoCode,Observation status,Unit multiplier,UNIT_MEASURE,SERIES
2015,8.4,,Normal value,Units,Percent,Proportion of children moderately or severely wasted [2.2.2]
2024,1.5,,Normal value,Units,Percent,Proportion of children moderately or severely wasted [2.2.2]
