Year,Value,GeoCode,Observation status,Unit multiplier,UNIT_MEASURE,SERIES
2014,36.13081918691323,,Normal value,Units,Percent,Labour share of GDP [10.4.1]
2015,36.495276013308654,,Normal value,Units,Percent,Labour share of GDP [10.4.1]
2016,37.22806761880432,,Normal value,Units,Percent,Labour share of GDP [10.4.1]
2017,37.4495374125864,,Normal value,Units,Percent,Labour share of GDP [10.4.1]
2018,34.21241004712392,,Normal value,Units,Percent,Labour share of GDP [10.4.1]
