Year,Value,GeoCode,Observation status,Unit multiplier,UNIT_MEASURE,SERIES
2023,95.56,,Normal value,Units,Percent,Above-ground biomass in forest (tonnes) [15.2.1]
2024,95.56,,Normal value,Units,Percent,Above-ground biomass in forest (tonnes) [15.2.1]
2020,17.0,,Normal value,Units,Percent,Proportion of forest area with a long-term management plan [15.2.1]
2023,17.0,,Normal value,Units,Percent,Proportion of forest area with a long-term management plan [15.2.1]
2024,17.0,,Normal value,Units,Percent,Proportion of forest area with a long-term management plan [15.2.1]
2020,1848200.0,,Normal value,Units,Hectares,Proportion of forest area within legally established protected areas [15.2.1]
2023,1848200.0,,Normal value,Units,Hectares,Proportion of forest area within legally established protected areas [15.2.1]
2024,1848200.0,,Normal value,Units,Hectares,Proportion of forest area within legally established protected areas [15.2.1]
