Year,Value,GeoCode,Observation status,Unit multiplier,UNIT_MEASURE,SERIES
2022,70.6,,Normal value,Units,Percent,"Proportion of informal employment, by sector and sex - 19th ICLS [8.3.1]"
2023,78.0,,Normal value,Units,Percent,"Proportion of informal employment, by sector and sex - 19th ICLS [8.3.1]"
2024,83.1,,Normal value,Units,Percent,"Proportion of informal employment, by sector and sex - 19th ICLS [8.3.1]"
