Year,Value,GeoCode,Observation status,Unit multiplier,UNIT_MEASURE,SERIES
2023,100,,Normal value,Units,Percent,"Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies [1.5.4, 11.b.2, 13.1.3]"
2024,100,,Normal value,Units,Percent,"Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies [1.5.4, 11.b.2, 13.1.3]"
