Year,Value,GeoCode,Observation status,Unit multiplier,UNIT_MEASURE,SERIES
2023,0.07,,Normal value,Units,USD,"Total expenditure per capita spent on cultural heritage, public [11.4.1]"
2024,0.07,,Normal value,Units,USD,"Total expenditure per capita spent on cultural heritage, public [11.4.1]"
