Year,Value,GeoCode,Observation status,Unit multiplier,UNIT_MEASURE,SERIES
2023,37,,Normal value,Units,Number,Number of local breeds kept in the country [2.5.1]
2024,37,,Normal value,Units,Number,Number of local breeds kept in the country [2.5.1]
2023,6300,,Normal value,Units,Number,Plant genetic resources accessions stored ex situ (number) [2.5.1]
2024,7554,,Normal value,Units,Number,Plant genetic resources accessions stored ex situ (number) [2.5.1]
