Year,Value,GeoCode,Observation status,Unit multiplier,UNIT_MEASURE,SERIES
2015,45.69,,Normal value,Units,Percent,Forest area as a proportion of total land area [15.1.1]
2016,45.57,,Normal value,Units,Percent,Forest area as a proportion of total land area [15.1.1]
2017,45.45,,Normal value,Units,Percent,Forest area as a proportion of total land area [15.1.1]
2018,45.33,,Normal value,Units,Percent,Forest area as a proportion of total land area [15.1.1]
2019,45.21,,Normal value,Units,Percent,Forest area as a proportion of total land area [15.1.1]
2020,45.09,,Normal value,Units,Percent,Forest area as a proportion of total land area [15.1.1]
2024,47.0,,Normal value,Units,Percent,Forest area as a proportion of total land area [15.1.1]
