Year,Value,GeoCode,Observation status,Unit multiplier,UNIT_MEASURE,SERIES
2024,1,,Normal value,Units,Boolean or binary measure,"Countries with policies, instruments and mechanism in place for sustainable consumption and production (1 = YES; 0 = NO) [12.1.1]"
