Year,Value,GeoCode,Observation status,Unit multiplier,UNIT_MEASURE,SERIES
2016,93.3,,Normal value,Units,Index,Universal health coverage (UHC) service coverage index [3.8.1]
2018,85.0,,Normal value,Units,Index,Universal health coverage (UHC) service coverage index [3.8.1]
2023,84.0,,Normal value,Units,Index,Universal health coverage (UHC) service coverage index [3.8.1]
