Year,Value,GeoCode,Observation status,Unit multiplier,UNIT_MEASURE,SERIES
2017,50.91,,Normal value,Units,Percent,"Debt service as a proportion of exports of goods, services and primary income [17.4.1]"
2018,36.64,,Normal value,Units,Percent,"Debt service as a proportion of exports of goods, services and primary income [17.4.1]"
2019,36.1,,Normal value,Units,Percent,"Debt service as a proportion of exports of goods, services and primary income [17.4.1]"
2020,32.11,,Normal value,Units,Percent,"Debt service as a proportion of exports of goods, services and primary income [17.4.1]"
2021,62.96,,Normal value,Units,Percent,"Debt service as a proportion of exports of goods, services and primary income [17.4.1]"
2022,55.63,,Normal value,Units,Percent,"Debt service as a proportion of exports of goods, services and primary income [17.4.1]"
2023,60.12,,Normal value,Units,Percent,"Debt service as a proportion of exports of goods, services and primary income [17.4.1]"
2024,60.6,,Normal value,Units,Percent,"Debt service as a proportion of exports of goods, services and primary income [17.4.1]"
