Year,Value,GeoCode,Observation status,Unit multiplier,UNIT_MEASURE,SERIES
2019,48.7,,Normal value,Units,Percent,Proportion of children under 5 years of age whose births have been registered with a civil authority [16.9.1]
2024,56.6,,Normal value,Units,Percent,Proportion of children under 5 years of age whose births have been registered with a civil authority [16.9.1]
