Year,Value,GeoCode,Observation status,Unit multiplier,UNIT_MEASURE,SERIES
2024,1,,Normal value,Units,Boolean or binary measure,Number of countries with national adaptation plans [13.2.1]
2024,1,,Normal value,Units,Boolean or binary measure,Number of least developed countries and small island developing States with national adaptation plans (Number) [13.b.1]
