Year,Value,GeoCode,Observation status,Unit multiplier,UNIT_MEASURE,SERIES
2021,1020817,,Normal value,Units,Number,Number of people requiring interventions against neglected tropical diseases [3.3.5]
2022,4989852,,Normal value,Units,Number,Number of people requiring interventions against neglected tropical diseases [3.3.5]
2023,666319,,Normal value,Units,Number,Number of people requiring interventions against neglected tropical diseases [3.3.5]
2024,4690220,,Normal value,Units,Number,Number of people requiring interventions against neglected tropical diseases [3.3.5]
