Year,Value,GeoCode,Observation status,Unit multiplier,UNIT_MEASURE,SERIES
2019,199,,Normal value,Units,"Per 100,000 population",Tuberculosis incidence [3.3.2]
2020,193,,Normal value,Units,"Per 100,000 population",Tuberculosis incidence [3.3.2]
2021,190,,Normal value,Units,"Per 100,000 population",Tuberculosis incidence [3.3.2]
2022,204,,Normal value,Units,"Per 100,000 population",Tuberculosis incidence [3.3.2]
2023,211,,Normal value,Units,"Per 100,000 population",Tuberculosis incidence [3.3.2]
2024,204,,Normal value,Units,"Per 100,000 population",Tuberculosis incidence [3.3.2]
