Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,AGE,UNIT_MEASURE,GeoCode,Value
2022,A,0,Reserve Bank of Zimbabwe,FB_BNK_ACCSS,,Y_GE15,PT,,83
