Year,SERIES,REF_AREA,UNIT_MEASURE,OBS_STATUS,UNIT_MULT,GeoCode,Value
2015,GF_FRN_FDI,,PT,A,0,,2.0
2016,GF_FRN_FDI,,PT,A,0,,1.67
2017,GF_FRN_FDI,,PT,A,0,,1.41
2018,GF_FRN_FDI,,PT,A,0,,3.04
2019,GF_FRN_FDI,,PT,A,0,,0.96
2020,GF_FRN_FDI,,PT,A,0,,0.57
2021,GF_FRN_FDI,,PT,A,0,,0.86
2022,GF_FRN_FDI,,PT,A,0,,1.03
2023,GF_FRN_FDI,,PT,A,0,,1.6
2024,GF_FRN_FDI,,PT,A,0,,1.33
