Year,SERIES,REF_AREA,UNIT_MEASURE,OBS_STATUS,UNIT_MULT,GeoCode,Value
2016,SH_STA_POISN,,PER_1000_POP,A,0,,2.2
2024,SH_STA_POISN,,PER_1000_POP,A,0,,2.1
