Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2019,A,0,ZIMSTAT,NY_GDP_PCAP,,PT,,-6.1
2021,A,0,ZIMSTAT,NY_GDP_PCAP,,PT,,7.4
2022,A,0,ZIMSTAT,NY_GDP_PCAP,,PT,,6.5
2023,A,0,ZIMSTAT,NY_GDP_PCAP,,PT,,5.3
