Year,SERIES,REF_AREA,SEX,AGE,UNIT_MEASURE,OBS_STATUS,UNIT_MULT,GeoCode,Value
2019,SE_ADT_ACTS,,F,Y15T24,PT,A,0,,14.7
2019,SE_ADT_ACTS,,F,Y15T49,PT,A,0,,13.1
2019,SE_ADT_ACTS,,M,Y15T24,PT,A,0,,21.6
2019,SE_ADT_ACTS,,M,Y15T49,PT,A,0,,22.3
