Year,SERIES,REF_AREA,UNIT_MEASURE,OBS_STATUS,UNIT_MULT,GeoCode,Value
2015,ST_GDP_ZS,,PT,A,0,,3.53
2016,ST_GDP_ZS,,PT,A,0,,3.78
2017,ST_GDP_ZS,,PT,A,0,,2.6
2018,ST_GDP_ZS,,PT,A,0,,4.2
2019,ST_GDP_ZS,,PT,A,0,,4.3
2020,ST_GDP_ZS,,PT,A,0,,2.3
2021,ST_GDP_ZS,,PT,A,0,,2.5
2022,ST_GDP_ZS,,PT,A,0,,5.2
2023,ST_GDP_ZS,,PT,A,0,,6.2
2024,ST_GDP_ZS,,PT,A,0,,1.89
