Year,SERIES,REF_AREA,UNIT_MEASURE,OBS_STATUS,UNIT_MULT,GeoCode,Value
2017,SG_STT_ODIN,,PT,A,0,,42.6
2020,SG_STT_ODIN,,PT,A,0,,61.7
2023,SG_STT_ODIN,,PT,A,0,,69.7
