Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,SEX,UNIT_MEASURE,GeoCode,Value
2023,A,0,ZACC_case_files,VC_PRR_ROBB,,,PT,,23.0
2019,A,0,Zimstat_MICS_2019,VC_PRR_ROBB,,F,PT,,40.5
2019,A,0,Zimstat_MICS_2019,VC_PRR_ROBB,,M,PT,,38.2
