Year,SERIES,Reference area,UNIT_MEASURE,Observation status,Unit multiplier,GeoCode,Value
2017,"Debt service as a proportion of exports of goods, services and primary income [17.4.1]",,Percent,Normal value,Units,,50.91
2018,"Debt service as a proportion of exports of goods, services and primary income [17.4.1]",,Percent,Normal value,Units,,36.64
2019,"Debt service as a proportion of exports of goods, services and primary income [17.4.1]",,Percent,Normal value,Units,,36.1
2020,"Debt service as a proportion of exports of goods, services and primary income [17.4.1]",,Percent,Normal value,Units,,32.11
2021,"Debt service as a proportion of exports of goods, services and primary income [17.4.1]",,Percent,Normal value,Units,,62.96
2022,"Debt service as a proportion of exports of goods, services and primary income [17.4.1]",,Percent,Normal value,Units,,55.63
2023,"Debt service as a proportion of exports of goods, services and primary income [17.4.1]",,Percent,Normal value,Units,,60.12
2024,"Debt service as a proportion of exports of goods, services and primary income [17.4.1]",,Percent,Normal value,Units,,60.6
