Year,SERIES,REF_AREA,UNIT_MEASURE,OBS_STATUS,UNIT_MULT,GeoCode,Value
2015,EN_SCP_FRMN,,NUMBER,A,0,,6
2024,EN_SCP_FRMN,,NUMBER,A,0,,77
