Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2019,A,0,ZIMSTAT ZDHS_2023-24,SE_GPI_PTNPRE,,IX,,1.0
2024,A,0,ZIMSTAT ZDHS_2023-24,SE_GPI_PTNPRE,,IX,,1.0
2019,A,0,ZIMSTAT ZDHS_2023-24,SE_LGP_ACHI,,IX,,1.19
2024,A,0,ZIMSTAT ZDHS_2023-24,SE_LGP_ACHI,,IX,,0.91
