Year,SERIES,REF_AREA,UNIT_MEASURE,OBS_STATUS,UNIT_MULT,GeoCode,Value
2017,SH_STA_MALR,,PER_1000_POP,A,0,,10
2019,SH_STA_MALR,,PER_1000_POP,A,0,,22
2020,SH_STA_MALR,,PER_1000_POP,A,0,,32
2022,SH_STA_MALR,,PER_1000_POP,A,0,,9
2023,SH_STA_MALR,,PER_1000_POP,A,0,,16
