Year,SERIES,REF_AREA,UNIT_MEASURE,OBS_STATUS,UNIT_MULT,GeoCode,Value
2024,EN_HAZ_GENV,,T,A,0,,122
2024,EN_MWT_GENV,,T,A,0,,122
