Year,SERIES,REF_AREA,UNIT_MEASURE,OBS_STATUS,UNIT_MULT,GeoCode,Value
2016,ST_EMP_TRSMN,,NUMBER,A,0,,18.631
2017,ST_EMP_TRSMN,,NUMBER,A,0,,18.478
2018,ST_EMP_TRSMN,,NUMBER,A,0,,18.38825
2019,ST_EMP_TRSMN,,NUMBER,A,0,,18.2715
2020,ST_EMP_TRSMN,,NUMBER,A,0,,8.47825
2021,ST_EMP_TRSMN,,NUMBER,A,0,,8.12175
2022,ST_EMP_TRSMN,,NUMBER,A,0,,95700.0
2023,ST_EMP_TRSMN,,NUMBER,A,0,,100500.0
2024,ST_EMP_TRSMN,,NUMBER,A,0,,110000.0
