Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2019,A,0,ZDHS_2023_24,SH_H2O_SAFE,,PT,,77.1
2022,A,0,ZDHS_2023_24,SH_H2O_SAFE,,PT,,77.8
2023,A,0,ZDHS_2023_24,SH_H2O_SAFE,,PT,,78.7
2024,A,0,ZDHS_2023_24,SH_H2O_SAFE,,PT,,34.0
2025,A,0,ZDHS_2023_24,SH_H2O_SAFE,,PT,,72.4
