Year,SERIES,REF_AREA,UNIT_MEASURE,OBS_STATUS,UNIT_MULT,GeoCode,Value
2019,SH_H2O_SAFE,,PT,A,0,,77.1
2022,SH_H2O_SAFE,,PT,A,0,,77.8
2023,SH_H2O_SAFE,,PT,A,0,,78.7
2024,SH_H2O_SAFE,,PT,A,0,,72.4
