Year,SERIES,REF_AREA,UNIT_MEASURE,OBS_STATUS,UNIT_MULT,GeoCode,Value
2023,ER_H2O_IWRMD,,NUMBER,A,0,,1500
2024,ER_H2O_IWRMD,,NUMBER,A,0,,1613
