Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2023,A,0,Submitted_DRM_and_CCA_Plans_submitted,SG_DSR_SILS,,PT,,100
2024,A,0,Submitted_DRM_and_CCA_Plans_submitted,SG_DSR_SILS,,PT,,100
