Year,SERIES,REF_AREA,UNIT_MEASURE,OBS_STATUS,UNIT_MULT,GeoCode,Value
2022,ER_IAS_LEGIS,,BOOL,A,0,,1
2023,ER_IAS_LEGIS,,BOOL,A,0,,1
2024,ER_IAS_LEGIS,,BOOL,A,0,,1
