Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2017,A,0,Zimstat_ICDS_2017,SP_ACS_BSRV,,PT,,36.9
2024,A,0,ZIMSTAT ZDHS_2023-24,SP_ACS_BSRVH2O,,PT,,72.0
2024,A,0,ZIMSTAT ZDHS_2023-24,SP_ACS_BSRVSAN,,PT,,46.0
