Year,SERIES,REF_AREA,UNIT_MEASURE,OBS_STATUS,UNIT_MULT,GeoCode,Value
2021,GB_XPD_RSDV,,PT,A,0,,-2.2
2022,GB_XPD_RSDV,,PT,A,0,,-5.1
2023,GB_XPD_RSDV,,PT,A,0,,-8.4
2024,GB_XPD_RSDV,,PT,A,0,,-0.02
