Year,SERIES,REF_AREA,UNIT_MEASURE,OBS_STATUS,UNIT_MULT,GeoCode,Value
2019,VC_DSR_DAFF,,NUMBER,A,0,,702363
2019,VC_DSR_MISS,,NUMBER,A,0,,344
2019,VC_DSR_MORT,,NUMBER,A,0,,344
