Year,SERIES,REF_AREA,UNIT_MEASURE,OBS_STATUS,UNIT_MULT,GeoCode,Value
2023,SG_URB_CSPART,,PT,A,0,,80
2024,SG_URB_CSPART,,PT,A,0,,90
