Year,SERIES,REF_AREA,UNIT_MEASURE,OBS_STATUS,UNIT_MULT,GeoCode,Value
2022,SG_XPD_EDUC,,PT,A,0,,17.6
2023,SG_XPD_EDUC,,PT,A,0,,8.82
2024,SG_XPD_EDUC,,PT,A,0,,20.82
2022,SG_XPD_ESSRV,,PT,A,0,,27.3
2023,SG_XPD_ESSRV,,PT,A,0,,14.73
2024,SG_XPD_ESSRV,,PT,A,0,,33.72
2022,SG_XPD_HLTH,,PT,A,0,,8.35
2023,SG_XPD_HLTH,,PT,A,0,,5.29
2024,SG_XPD_HLTH,,PT,A,0,,12.86
2022,SG_XPD_PROT,,PT,A,0,,1.42
2023,SG_XPD_PROT,,PT,A,0,,0.62
2024,SG_XPD_PROT,,PT,A,0,,0.04
