Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2019,A,0,ZIMSTAT,SP_LGL_LNDAGSEC,,PT,,44.9
