Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2024,A,0,MoHCC_WHOEstimates,SH_HAP_HBSAG,,NUMBER,,7
