Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2015,A,0,EMA_ESG_WEBSITE,EN_SCP_FRMN,,NUMBER,,6
2024,A,0,EMA_ESG_WEBSITE,EN_SCP_FRMN,,NUMBER,,77
