Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2014,A,0,ZIMSTAT_Labourforce_Report,SI_COV_BENFTS,,PT,,5.0
2023,A,0,ZIMSTAT_Labourforce_Report,SI_COV_BENFTS,,PT,,37.1
2024,A,0,ZIMSTAT_Labourforce_Report,SI_COV_BENFTS,,PT,,44.4
