Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2021,A,0,MoFED,GF_FRN_FDI,,PT,,1.2
2023,A,0,MoFED,GF_FRN_FDI,,PT,,2.0
