Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2015,A,0,TBA,VC_VOV_PHYL,,PT,,0.0
2023,A,0,TBA,VC_VOV_PHYL,,PT,,0.85
