Year,SERIES,REF_AREA,UNIT_MEASURE,OBS_STATUS,UNIT_MULT,GeoCode,Value
2015,EN_WWT_TREATR,,PT,A,0,,80.0
2020,EN_WWT_WWDS,,CON_USD,A,0,,14.3
2021,EN_WWT_WWDS,,CON_USD,A,0,,6.8
2022,EN_WWT_WWDS,,CON_USD,A,0,,17.8
2023,EN_WWT_WWDS,,CON_USD,A,0,,2.0
2024,EN_WWT_WWDS,,CON_USD,A,0,,6.9
