Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2016,A,0,Min_of_Tourism,ST_EMP_TRSMN,,NUMBER,,18.631
2017,A,0,Min_of_Tourism,ST_EMP_TRSMN,,NUMBER,,18.478
2018,A,0,Min_of_Tourism,ST_EMP_TRSMN,,NUMBER,,18.38825
2019,A,0,Min_of_Tourism,ST_EMP_TRSMN,,NUMBER,,18.2715
2020,A,0,Min_of_Tourism,ST_EMP_TRSMN,,NUMBER,,8.47825
2021,A,0,Min_of_Tourism,ST_EMP_TRSMN,,NUMBER,,8.12175
2022,A,0,Min_of_Tourism,ST_EMP_TRSMN,,NUMBER,,95700.0
2023,A,0,Min_of_Tourism,ST_EMP_TRSMN,,NUMBER,,100500.0
2024,A,0,Min_of_Tourism,ST_EMP_TRSMN,,NUMBER,,110000.0
