Year,SERIES,REF_AREA,UNIT_MEASURE,OBS_STATUS,UNIT_MULT,GeoCode,Value
2014,SD_CPA_UPRDP,,PT,A,0,,100
2015,SD_CPA_UPRDP,,PT,A,0,,100
2016,SD_CPA_UPRDP,,PT,A,0,,100
2017,SD_CPA_UPRDP,,PT,A,0,,100
2018,SD_CPA_UPRDP,,PT,A,0,,100
2019,SD_CPA_UPRDP,,PT,A,0,,100
2020,SD_CPA_UPRDP,,PT,A,0,,100
2021,SD_CPA_UPRDP,,PT,A,0,,100
2024,SD_CPA_UPRDP,,PT,A,0,,100
