Year,SERIES,REF_AREA,UNIT_MEASURE,OBS_STATUS,UNIT_MULT,GeoCode,Value
2017,DT_TDS_DECT,,PT,A,0,,50.91
2018,DT_TDS_DECT,,PT,A,0,,36.64
2019,DT_TDS_DECT,,PT,A,0,,36.1
2020,DT_TDS_DECT,,PT,A,0,,32.11
2021,DT_TDS_DECT,,PT,A,0,,62.96
2022,DT_TDS_DECT,,PT,A,0,,55.63
2023,DT_TDS_DECT,,PT,A,0,,60.12
2024,DT_TDS_DECT,,PT,A,0,,60.6
