Year,SERIES,REF_AREA,UNIT_MEASURE,OBS_STATUS,UNIT_MULT,GeoCode,Value
2024,SG_INT_MBRDEV,,PT,A,0,,100
2024,SG_INT_VRTDEV,,PT,A,0,,1
