Year,SERIES,REF_AREA,UNIT_MEASURE,OBS_STATUS,UNIT_MULT,GeoCode,Value
2024,EN_NAA_PLAN_DV,,BOOL,A,0,,1
2024,EN_NAD_CONTR_DV,,BOOL,A,0,,1
