Year,SERIES,REF_AREA,UNIT_MEASURE,OBS_STATUS,UNIT_MULT,GeoCode,Value
2010,SH_STA_AIRP,,PER_1000_POP,A,0,,238
2019,SH_STA_AIRP,,PER_1000_POP,A,0,,191
