Year,SERIES,REF_AREA,UNIT_MEASURE,OBS_STATUS,UNIT_MULT,GeoCode,Value
2015,GC_GOB_TAXD,,PT,A,0,,98.99
2016,GC_GOB_TAXD,,PT,A,0,,99.34
2017,GC_GOB_TAXD,,PT,A,0,,94.71
2018,GC_GOB_TAXD,,PT,A,0,,94.7
2019,GC_GOB_TAXD,,PT,A,0,,98.0
2020,GC_GOB_TAXD,,PT,A,0,,98.0
2021,GC_GOB_TAXD,,PT,A,0,,99.35
2022,GC_GOB_TAXD,,PT,A,0,,100.0
2023,GC_GOB_TAXD,,PT,A,0,,100.0
2024,GC_GOB_TAXD,,PT,A,0,,100.0
