Year,SERIES,REF_AREA,UNIT_MEASURE,OBS_STATUS,UNIT_MULT,GeoCode,Value
2017,SP_PSR_OSATIS_GOV,,PT,A,0,,60.0
2024,SP_PSR_OSATIS_GOV,,PT,A,0,,70.81
