Year,SERIES,REF_AREA,UNIT_MEASURE,OBS_STATUS,UNIT_MULT,GeoCode,Value
2017,SI_POV_50MI,,PT,A,0,,12.7
2019,SI_POV_50MI,,PT,A,0,,16.6
