Year,SERIES,REF_AREA,UNIT_MEASURE,OBS_STATUS,UNIT_MULT,GeoCode,Value
2016,SH_STA_SCIDE,,PT,A,0,,19.1
2020,SH_STA_SCIDE,,PT,A,0,,23.63
