Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,Series,REF_AREA,SEX,AGE,Units,GeoCode,Value
2019,A,0,Zimstat_MICS_2019,SE_ADT_ACTS,,F,Y15T24,PT,,14.7
2019,A,0,Zimstat_MICS_2019,SE_ADT_ACTS,,F,Y15T49,PT,,13.1
2019,A,0,Zimstat_MICS_2019,SE_ADT_ACTS,,M,Y15T24,PT,,21.6
2019,A,0,Zimstat_MICS_2019,SE_ADT_ACTS,,M,Y15T49,PT,,22.3
